"","logFC","logCPM","F","PValue","FDR"
"wag31",0.019866639892976,8.88639803655851,0.0409310045148159,0.841740787086222,0.904739670292579
"vapB1",-0.0359107658586657,3.16651239078498,0.0408187166015854,0.841955244774055,0.904739670292579
"Rv3190c",0.0196335435286631,6.01404519263,0.0406126077035838,0.842348810536881,0.904915407059555
"vapC28",0.0244299350965532,5.24143660232681,0.0403210002258966,0.842907866275468,0.905268781307041
"sdhA",0.0185673907731807,6.16493005029337,0.0400104162532138,0.843505587269873,0.905663477161485
"mce4D",0.0203624410840611,6.51031020524437,0.0387389448455384,0.84597818244218,0.908070441944757
"fadE29",0.02539992318587,4.69151385592348,0.0383607023683871,0.846721905798813,0.908620833991416
"Rv0575c",0.0307243333667202,4.44509641559017,0.0374053107892793,0.848617535198125,0.910406703973118
"mazE8",0.0370090694446038,3.24958319732207,0.0370775282015658,0.849274749437541,0.910721668335063
"rpmE",-0.026675060326898,8.65297482205753,0.0371975578444836,0.849374123315035,0.910721668335063
"Rv1732c",-0.022091982930231,6.10810840938288,0.0361862913551974,0.851073057647266,0.912294661794099
"glcB",-0.0154027096922942,8.63375101261102,0.0350841935410895,0.853330329988852,0.914465137067869
"Rv2983",0.0346111900224507,3.13654632687783,0.0347207114638787,0.854083098623407,0.915022578971809
"Rv3263",0.0237342056181261,5.43745245744469,0.034247489458456,0.855068722269068,0.915699588236162
"Rv0893c",-0.0318470558381967,3.52462632899025,0.0340608516864469,0.855460063146453,0.915699588236162
"bisC",-0.0160498946301536,7.43548623643807,0.0340513076801286,0.855479468738142,0.915699588236162
"echA14",0.0197746341307176,4.95498271347297,0.0339719164038447,0.85564608194106,0.915699588236162
"Rv3222c",0.0180954289921523,7.1932988171355,0.0336703138019099,0.856280717680153,0.915940646567714
"dppC",0.033400184894494,3.13801426641384,0.0335464274517002,0.856542569870805,0.915940646567714
"Rv3182",0.0325297300678115,3.34503713033831,0.0334824102105342,0.856677799814072,0.915940646567714
"fixA",-0.0161867485369066,8.38619229505043,0.0334233335196433,0.856802638375492,0.915940646567714
"Rv0235c",0.0256696607457667,4.82762440875068,0.0333039879240382,0.85705561228142,0.915962178406712
"PE34",-0.0376785099114839,4.11268447035832,0.0325714392512166,0.858618501830782,0.917383266214637
"Rv2943A",0.0351291300907888,3.54433253203198,0.0324377012172822,0.858926176032699,0.917418362306643
"orn",0.0231855576994234,4.77289047769283,0.0323391468772969,0.859117754635911,0.917418362306643
"purB",-0.0155914176284296,6.60836174257582,0.031948654205828,0.859961342559668,0.917952248763768
"vapC11",-0.0282212120351036,4.05602285662845,0.031891946660918,0.860084389665289,0.917952248763768
"tkt",-0.0166132980483352,8.24099013613599,0.0314382837350979,0.861072034438224,0.918757088006502
"lipQ",0.0206007381555441,6.91918967495485,0.031388001174561,0.861315378112016,0.918767542704086
"glnA2",0.0144073876296813,8.1230445165234,0.0310846241113471,0.861847157980107,0.919085584031916
"PE31",0.0165114982702121,10.0431721454677,0.0309470450619612,0.862149922364229,0.919159293924357
"lppZ",0.0154309420090607,7.46578085052226,0.0302625776217566,0.863666633285082,0.920526831575051
"Rv0961",0.0274798443175774,4.46816157985058,0.0298095142951083,0.864680385384208,0.92135770208599
"Rv1748",0.021656839837714,5.41359515155237,0.0294781231645339,0.865426855631357,0.921903398335705
"Rv1565c",-0.014032066989709,7.31580166926394,0.0292754399687595,0.865885539855837,0.922084077955507
"galE1",-0.0153526256812412,7.34514878845185,0.0291962327081995,0.866065243529638,0.922084077955507
"kdpB",0.021984297887955,4.46379433686141,0.0287169020130234,0.86715822633773,0.922997960609478
"Rv3304",-0.0190607194877117,5.24668212841387,0.0285606162926329,0.867516536270874,0.923129579034249
"ltp2",-0.0218172665837476,4.30012347477125,0.0277456269716982,0.869401950523128,0.924885687765816
"PE_PGRS9",-0.0281484675259675,4.28942437993275,0.0273399728648074,0.870368973020875,0.925446756265797
"Rv1050",-0.0326553184466486,5.61033663125129,0.0272919118014838,0.870671554341067,0.925446756265797
"Rv2100",-0.0154269712483901,6.29474389893783,0.0271357423607092,0.870831486925503,0.925446756265797
"Rv1671",-0.0327318838709193,4.0662779204534,0.0270423814322551,0.871051849568853,0.925446756265797
"Rv2842c",-0.0156783858218977,6.95447749507081,0.0270196063126406,0.871105576627414,0.925446756265797
"hisB",0.0208461597385719,5.07313982872721,0.0268874378801965,0.871418275467869,0.92552902151474
"lprE",-0.0215814609923636,4.81907306358628,0.0267493815964923,0.871745815725885,0.925627001097337
"fas",-0.0252008380195885,11.4575434177572,0.0265739065403093,0.872181373594943,0.925839590858744
"Rv1354c",-0.0196344493341133,5.27757882274272,0.0262568722270635,0.872921006058443,0.926374760678153
"Rv0057",0.0158317799865365,6.00289533404806,0.0260438139707174,0.873432928056466,0.926668052582022
"glmU",-0.0160488431807099,7.09150275014636,0.0249273586838935,0.876151383858825,0.929301575653982
"Rv2360c",-0.0224687896186029,4.46316804472866,0.0245692286534841,0.877036647141969,0.929862513982423
"Rv1532c",-0.0232595415218126,4.53370863843935,0.0245223581487004,0.877152971374878,0.929862513982423
"Rv1897c",-0.0297988063927852,3.52155914262651,0.0241793995411379,0.878024985806957,0.930536178384852
"fadD31",0.0141525208829637,9.88968485268732,0.0238957299496499,0.878719408078471,0.93084076022432
"fadD32",-0.0150398361644035,10.1073564600223,0.0238694314214874,0.878785608406997,0.93084076022432
"Rv3552",-0.0280565219178942,3.16540875442271,0.0235344132980797,0.879632438227465,0.931457958284184
"eccD5",0.0130722667391506,8.2913237624114,0.0234518458727909,0.879841833498736,0.931457958284184
"Rv2293c",0.0147881162682321,5.79867064148999,0.0232646883721339,0.880318360735085,0.931637886299141
"Rv3691",-0.0140743819999755,6.11894715457198,0.0231992521456254,0.880485424824659,0.931637886299141
"Rv0376c",-0.0288951776603281,3.96181462104228,0.0230707277671667,0.880814332519944,0.931735300923221
"Rv2621c",0.0196067968261628,8.53387354049755,0.0228347064924138,0.881420618099517,0.932125997742876
"Rv1523",-0.0170273372317685,5.05246654179002,0.0225706318666431,0.882102871540856,0.932593981437079
"Rv2969c",-0.0114866819157968,7.54986593550427,0.0224802496924022,0.882337264592986,0.932593981437079
"cyp142",-0.0152176332773635,6.03704588800155,0.0223716513183989,0.882619598094526,0.932641820817584
"Rv3177",-0.0305565258882727,2.99301918375732,0.0220189375437825,0.883541658471519,0.933365436204876
"eccCa1",0.01339464980791,8.3881860609902,0.021559922942051,0.884752449184934,0.934372028520894
"mce4F",0.0131664554511558,6.55511830071751,0.0214526576543703,0.885037352078779,0.934372028520894
"sigA",-0.0128596489022489,8.80811633803869,0.0213888916215547,0.885207053964762,0.934372028520894
"mmpL12",-0.0138977186355166,6.80415300415074,0.0212748498737218,0.885511213883824,0.934442359286202
"menB",0.0129844940577189,6.22004933836693,0.0209529764746107,0.886374207718946,0.935036485093239
"Rv0807",0.0289518700729953,3.6269961572486,0.0208879054425218,0.886549590594251,0.935036485093239
"bpoA",-0.0251204372381088,3.08067606119707,0.019954696071806,0.889095130529425,0.937469912490688
"fdhD",-0.0157427699438301,5.02207952549273,0.0195541946528331,0.89020565847441,0.938259191340834
"glnB",-0.0199436813289716,5.06590010183054,0.0195132226021154,0.89032068156465,0.938259191340834
"ncRv13907",-0.0215488091583706,3.73730879847573,0.0194030842816713,0.890628050640221,0.938331749121219
"Rv0293c",-0.0139242979427626,7.4163624753879,0.0188452905818235,0.892200870881002,0.939737142180954
"lprG",-0.0115825475891503,7.83461049227446,0.0185524776160595,0.893036159219135,0.940239570125638
"Rv2827c",0.0211065379195089,4.63151199324595,0.0184853415848689,0.893228651596186,0.940239570125638
"Rv1052",0.017868651977931,4.6533993305748,0.0184274505191932,0.89339489403397,0.940239570125638
"Rv3289c",0.0236732864211913,4.16831598176751,0.0182839694417858,0.893808093992699,0.94025434431263
"Rv1639c",-0.0124986321222274,9.27945413490264,0.018189393944038,0.8940812928206,0.94025434431263
"Rv3225c",-0.0132285064171649,6.41544497043727,0.0181739614918161,0.89412595375535,0.94025434431263
"dprE1",-0.011511112576721,6.05630225506164,0.0171393704911427,0.897165094906397,0.943111443288764
"gpm1",-0.01369464061129,5.70127755048733,0.0170866763312984,0.897322351863203,0.943111443288764
"hbhA",0.0131750103578076,7.56845667540811,0.0168758320565691,0.897954055849457,0.943523305478569
"scoB",0.0155336268531754,5.24236607172638,0.0166776296085384,0.898551584881911,0.943899048044176
"Rv1211",-0.0128255491261675,7.09184375444584,0.0165250976689768,0.899013862174577,0.943940009871024
"Rv1945",-0.0232812557279883,3.65693610031911,0.0165065053572459,0.899070466951379,0.943940009871024
"Rv0817c",0.0185773194696167,3.74589529501841,0.0161491197375205,0.900162886578583,0.944533183152579
"Rv3364c",0.0171858375083212,4.01561223834852,0.0160975700325199,0.900321465025461,0.944533183152579
"rmlC",-0.0130029937067318,6.2095485028853,0.0160863937480847,0.900355728729581,0.944533183152579
"ilvC",0.0108937063369704,7.71806034390008,0.0156415138780566,0.901735612841897,0.945648786262348
"Rv3631",-0.0141404507372263,4.81259833903186,0.0155797476551975,0.901928801292756,0.945648786262348
"rpsG",0.0107954230695355,7.93550009305756,0.015512247943783,0.90214028847041,0.945648786262348
"eccB2",0.0167794061379661,4.77664702396935,0.0153166347446625,0.902755972735893,0.946042087571391
"lysA",0.0101295240784575,6.62426921805527,0.0143197955393446,0.905957228438587,0.949144004441385
"Rv2508c",0.0149400726716231,5.6075556407173,0.0139524509909066,0.907175025039666,0.950039429957106
"Rv2509",-0.0104421621093164,6.02885248309721,0.0138899527451486,0.907372495245932,0.950039429957106
"lpdB",-0.0143656236819756,5.49444750851404,0.0137899229432482,0.907705021534361,0.950039429957106
"Rv2972c",-0.0142132944891946,4.88397084777885,0.0137680589779643,0.907777889478587,0.950039429957106
"ppm1",-0.0106650990299934,8.07074678911664,0.0136556693530728,0.908153228104102,0.950122373802716
"purQ",-0.0113582413807719,6.37302154922471,0.0135769876479584,0.908416955646283,0.950122373802716
"Rv2478c",0.0198182854352531,2.7270027343813,0.0135281388366974,0.908581690453945,0.950122373802716
"rpmF",0.0177438627861375,5.04168744210043,0.0131731548003847,0.909868622046679,0.951215296075374
"Rv2704",0.0109492305827957,6.12723342179508,0.0130759920343632,0.910114697763366,0.95121644762054
"kdpC",-0.0176158677436817,3.74147451044612,0.0130063766835815,0.910353310953567,0.95121644762054
"Rv1249c",0.00926534172065884,6.32275400293669,0.0128459078309392,0.910905432019349,0.951540618577833
"PPE23",0.0206745514715726,4.01191236882654,0.0126266721874757,0.911665639466666,0.951823069487684
"fbpC",-0.0120726846264939,8.57843543655763,0.0125960734143787,0.911772211864507,0.951823069487684
"ctpV",0.0113563709551173,7.80429892475403,0.0125589744066747,0.911901664692192,0.951823069487684
"lpqT",-0.0102957542148222,5.77708051526294,0.0122254072874929,0.913074438359958,0.952543973283009
"vapB39",0.0140283570818674,4.65709884944199,0.0122248007689161,0.91307659462385,0.952543973283009
"Rv1765c",-0.0346914639248404,2.15989321668985,0.0120828293356355,0.913581388455912,0.952817916804231
"Rv0313",0.0101726665869027,7.69623583667662,0.0117457956204121,0.9147894149043,0.953824955800031
"Rv2298",-0.0111911253793619,6.39646629340059,0.0114506058791332,0.915862626906318,0.954690931173676
"cysU",-0.0170300576593116,3.77086317010937,0.0113028151710632,0.916405318137447,0.955003581868269
"adoK",0.00851305557308404,7.86547237189648,0.0111654350603301,0.916912785097181,0.955279368795633
"gltD",0.00952337808959134,7.76065570443841,0.0110935194310246,0.917179755332024,0.955304516144077
"fadD3",-0.0212702072774817,3.07760331258804,0.0110081347488309,0.917498045177692,0.955338690705675
"tcrY",0.0141965602374211,8.40292179379898,0.0109350837898061,0.917961785709112,0.955338690705675
"Rv0813c",0.00956736065800134,6.42935119737543,0.0108430836288099,0.918116342687902,0.955338690705675
"cyp144",-0.0228480176304777,3.03084432627463,0.0108251641363732,0.918183932272028,0.955338690705675
"Rv3055",-0.0176959735472164,3.41003215856104,0.0105473837841135,0.919236493242134,0.956180953044568
"Rv0375c",0.0278926127861461,2.71705086963736,0.0103267851313447,0.920090903097185,0.956471488220027
"dnaJ2",0.00932021779209752,7.67800790547548,0.0102958850143167,0.920201592473663,0.956471488220027
"Rv2687c",-0.0189733110606681,3.84494101142333,0.0102364496948476,0.920431481615029,0.956471488220027
"Rv1314c",-0.013395501858149,4.45591308019087,0.0101401613956755,0.920805237766995,0.956471488220027
"Rv2979c",-0.0121453530396467,5.79245190357113,0.0101117750265124,0.92091574834222,0.956471488220027
"lpqM",0.00916849769859624,7.68112118410131,0.0100525907983595,0.921146703339569,0.956471488220027
"Rv0026",-0.0100286344230283,5.42607910987157,0.00994076497208244,0.92158499530926,0.956471488220027
"Rv3642c",-0.0145817124906192,5.26722068934938,0.00993536102626039,0.921617295413197,0.956471488220027
"fadE20",0.00855470903474034,6.90261237208587,0.00988007901652112,0.921823872059031,0.956471488220027
"Rv0679c",-0.0111705773018954,5.96271647787898,0.00984884990390147,0.92194709794874,0.956471488220027
"ctpG",0.0108625030653056,7.59549224425007,0.00971428144111674,0.922480337026763,0.956731948741215
"Rv0060",-0.00927462031615484,7.63163983911851,0.00966299449715816,0.922684548430139,0.956731948741215
"pgi",-0.0109781766546525,5.77853699236453,0.00957483022804642,0.923036887641217,0.956845089849946
"erm(37)",-0.0111095861253124,5.96065277339726,0.00925062988346776,0.924346787882975,0.957950543606856
"pcnA",-0.00986122656393373,5.92589227453175,0.00889140233907771,0.925825590842363,0.959159769504354
"Rv1453",-0.0107593252188801,5.70475011533961,0.00875863081356253,0.926379771443418,0.959159769504354
"Rv2418c",-0.0117691295127995,5.04007487429865,0.00875580923725155,0.92639160991901,0.959159769504354
"Rv0530",-0.00850684022654571,7.99463124933859,0.00873261517842627,0.926488847004714,0.959159769504354
"Rv1944c",-0.0140772665224929,3.77515158278624,0.00855617693102799,0.927233079976784,0.959265161477398
"Rv2686c",0.0126956436749224,4.29532003335179,0.00843893849341863,0.927731826261122,0.959265161477398
"rpmH",-0.00804564159244927,6.8835538488138,0.00840545976581745,0.92787486324711,0.959265161477398
"Rv3787c",-0.0152800535699867,3.6621162765755,0.00840478477815512,0.927877842931615,0.959265161477398
"mce4B",0.00807353098714708,6.44292773080278,0.00838188170509377,0.927975799217542,0.959265161477398
"Rv0227c",-0.00943713621268943,7.267353261445,0.00832576345586795,0.928216604308113,0.959265161477398
"Rv1486c",0.00823145520646779,6.74290690096266,0.00830694786862141,0.928297526625433,0.959265161477398
"Rv0059",0.00884648377520874,5.41225774618566,0.0082078518173019,0.928725266390983,0.95945514652892
"Rv2715",0.00716572535216553,7.60326575221769,0.00814774633458097,0.92898595741417,0.959472501041571
"eccCb1",0.00818252477856278,8.0981119830575,0.00787990971307426,0.930159643343654,0.960289772310408
"glfT2",0.0072183075118801,7.78164599534972,0.00785598389257251,0.930265460669793,0.960289772310408
"vapC16",0.0143001537454187,3.85913907015388,0.00751686116133089,0.93178325866992,0.961604233894928
"Rv0181c",0.0133592636792967,4.96307926757333,0.00739007743347263,0.932359404295916,0.961707854046414
"Rv3549c",-0.0212992166013383,3.21706398033731,0.00738874535357326,0.932372586510682,0.961707854046414
"Rv0067c",-0.0155831601040095,3.32037489064756,0.00731420398328759,0.932706720416904,0.96180032454
"PE_PGRS10",-0.012251862771847,5.71276367159547,0.00719249025174376,0.933276860887229,0.962136051029968
"Rv1487",0.00879450065887464,5.61958576215208,0.00702019551877302,0.934069605239657,0.962625894432023
"idsB",0.0115742226709563,5.13990559790017,0.00695858866329701,0.934358832753183,0.962625894432023
"Rv1006",-0.00727271118366099,8.02426796178827,0.00688950960553089,0.934684658038313,0.962625894432023
"Rv3510c",0.0103686111818832,4.79656177148294,0.00676998392581365,0.935252384906659,0.962625894432023
"dapC",-0.00807158361274558,5.38126976995664,0.00676699326712578,0.935266639665509,0.962625894432023
"Rv3658c",0.0121819588959865,4.86211285998521,0.00675298743049313,0.93533351249587,0.962625894432023
"rshA",-0.00780668062487493,7.46010898546625,0.00666550639511908,0.935752735697257,0.962625894432023
"Rv0941c",-0.00828620543687279,5.75596928674094,0.00665745537133049,0.935791464506912,0.962625894432023
