"","logFC","logCPM","F","PValue","FDR"
"atsF",-0.049962727476321,5.52902754211315,0.182329619145624,0.673997943940848,0.786252005670654
"ncRv2791Ac",0.0612727408375429,10.2371374333865,0.182549945523787,0.674130151277863,0.786252005670654
"Rv3071",-0.0558965153933275,4.3933923082348,0.181164152280102,0.674977336630032,0.786973131256673
"mmpL1",-0.0357702564667803,6.38503396249349,0.180726784413779,0.675345665695183,0.786973131256673
"Rv0966c",0.0449429628524577,6.52355186542949,0.18072329810949,0.675348574255854,0.786973131256673
"phoH1",0.036926623237255,8.12285892695667,0.179257813070156,0.676587066818164,0.788182860782546
"Rv0038",0.0366766136701361,6.09116155614627,0.178659980863891,0.677094046004591,0.788539957661948
"eccB4",0.0617508076529024,4.34194633523782,0.178149973251806,0.677527526857876,0.788811272760842
"mazE6",-0.0649632890843644,3.95267249243061,0.17766911486214,0.677936704982806,0.789054137744308
"Rv2749",-0.067350033197142,4.51111420099783,0.177433598617244,0.678137274965304,0.789054137744308
"dprE2",0.038408733304526,5.98768139594843,0.176807872047579,0.678671070365769,0.78944174772884
"nrdR",0.0408951920543151,6.80957876802687,0.17630477778372,0.679101076199476,0.789708434457209
"purL",0.038396497678435,6.85604756494516,0.176012567613215,0.679351196463289,0.78976584127854
"lppI",-0.0573296390670156,5.12546179485156,0.174669164766074,0.680504351649964,0.790872708830416
"Rv3191c",-0.0446590683109007,7.13441008947076,0.172325189413463,0.682528747468243,0.792991167318389
"Rv2473",0.0585295853811101,4.64599634581598,0.171546344890887,0.68320519585451,0.793542734128031
"Rv2665",0.0475140442888269,5.16899774582219,0.170801703317802,0.683853373523221,0.793882342422743
"Rv1057",-0.14330749985619,5.17632006412717,0.177644611887812,0.683901184156247,0.793882342422743
"Rv0877",0.0337702334496731,7.62518855452802,0.169549738307517,0.684947008559395,0.794861808752997
"Rv2128",0.048600784083643,5.65336217966172,0.16902959501814,0.685402849227304,0.794922671344842
"Rv2370c",-0.0669974922865669,3.66261698334178,0.16902921459412,0.685403584443748,0.794922671344842
"Rv2434c",-0.05660306083279,4.24689635354952,0.167844305028139,0.686444822015031,0.795895646863287
"Rv1003",0.0573943601442453,3.6129236298096,0.167005217388172,0.687185043047707,0.796371603167159
"icl1",-0.123266160881325,8.66570582529514,0.174332646299541,0.687260191345324,0.796371603167159
"fusA2",-0.0452188509246002,7.93079299261668,0.166642265839638,0.687552292221744,0.796475476325188
"Rv1954c",-0.0371119844419863,6.69238397963954,0.165985989270016,0.688086514387008,0.796627824080284
"thrV",0.0784362607365328,3.71645483739943,0.165983721103201,0.688088801785665,0.796627824080284
"Rv2229c",-0.0595409653118259,5.0337857800214,0.165743376661575,0.688349919745006,0.796695670572772
"gcvT",0.0403813954253236,6.6486032038728,0.165089342864518,0.688882659936454,0.797077760055886
"Rv0163",-0.0554655053973105,4.23546061333973,0.164408080257979,0.689489489988693,0.797545325967514
"Rv3404c",-0.0397734868238159,5.87343643376625,0.163822812868699,0.690011531782785,0.797914569674744
"PPE42",-0.0368172784041043,6.2507166467057,0.163178049232544,0.690588160330492,0.798346700775831
"ncRv11013",0.059510720174657,4.98173136179529,0.16282781682908,0.690902003671652,0.798428883341497
"tesB2",-0.037049941690844,6.12510308565169,0.162645839279558,0.69106516211942,0.798428883341497
"Rv1927",-0.049865387702526,4.88692519351912,0.162039366069814,0.691609869971543,0.798823613760437
"kdpA",-0.0506524438217708,4.63131784612698,0.161562274937385,0.692039249480194,0.799084944953062
"nusG",0.0335992705851636,8.59329089095242,0.160395986167882,0.693091679684907,0.800065336819373
"fmu",0.051282825611745,5.10876586768029,0.160119413244278,0.693342011466136,0.800119528632378
"Rv3096",0.0390923028898753,6.20840521724794,0.159597729595323,0.693814727439747,0.80043024567389
"Rv3531c",-0.0490087839029486,5.02642589740966,0.159261988881639,0.694119487491203,0.800547072351332
"mbtI",-0.0923418948273733,7.53491970238632,0.162882903615042,0.694489525536538,0.800710513270617
"dacB2",0.0455880681679136,5.22027158231457,0.158658403456946,0.694668271935083,0.800710513270617
"lpqY",-0.037767700529146,5.73591259634743,0.157634384674785,0.695602032285131,0.801489533519277
"phoY1",-0.0434831500926807,6.22911288155813,0.157279372473092,0.695926573774569,0.801489533519277
"leuS",-0.0330012413073117,7.48169626531845,0.157247927857947,0.695955324479372,0.801489533519277
"lysU",-0.0707642561214031,4.56714702831624,0.156950065505177,0.696541953536913,0.801930361490845
"chaA",-0.0385881316547817,5.92634350372861,0.154164171591227,0.698793044016961,0.804286669152347
"ctpA",0.03595697596737,6.4728331439329,0.153860272682082,0.699074438487618,0.804375209420968
"Rv1769",0.0350917216949836,6.65343976270849,0.152712443080825,0.700140319174855,0.805366086442655
"glpD2",-0.0366873592134039,6.97178825351243,0.152110773182925,0.700700874512324,0.805775282178159
"uspC",0.0654373370065232,3.76901375005546,0.151663992479637,0.701118305882564,0.806019700567506
"mce1C",0.0399978244078207,8.78645063529687,0.151232931258362,0.701521050263334,0.806212814423284
"Rv3075c",-0.034998177477812,6.93144866874715,0.151045898690443,0.701696155715639,0.806212814423284
"Rv3405c",-0.0410996069003638,5.61054898953206,0.150553912590673,0.702157398002268,0.80629736366832
"Rv0025",0.0572545727277783,4.48392399839279,0.150530322931352,0.702179656311049,0.80629736366832
"Rv3776",-0.0452902474397976,5.18604242077175,0.148747817564241,0.703858029818827,0.807988762564128
"xylB",-0.0669466798144587,3.95973677856138,0.148254088419049,0.704325192554689,0.808289179553718
"Rv2484c",0.0378853498221865,8.00580508512499,0.147873894537209,0.70468513374966,0.808459323962101
"Rv2315c",0.0377538265922877,5.82097553817771,0.147663779441647,0.704884463952722,0.808459323962101
"Rv2574",-0.0539400310994989,4.67535918827983,0.147276995724205,0.705251837822417,0.808644922761116
"Rv2034",-0.0652032224384997,3.7364166830282,0.146397378451229,0.706089343253159,0.809369311293102
"Rv3630",0.039946169510913,5.40136631939449,0.146082968736678,0.706389149431369,0.80947710861142
"Rv3753c",0.0354319402522998,7.03901032215448,0.145462709928122,0.706982042049932,0.809920603792787
"rmlB",-0.046132082225078,7.17781460268013,0.145222631764783,0.707512555875669,0.810292400237229
"eis",0.0513814255031416,4.7065818238596,0.144389468557343,0.708011591530342,0.810627939778918
"Rv1045",-0.053921370402037,4.10416857429283,0.143929513304092,0.708454189593479,0.810898685441009
"lipY",0.0528587340876399,4.61338680383903,0.142329960195212,0.709999479874187,0.812299262445056
"obg",0.0358334996778818,7.13478889245326,0.142131027548969,0.710192184838297,0.812299262445056
"ncRv2395",-0.0437323691865821,10.8969520094871,0.14190236072437,0.710414086064162,0.812299262445056
"mesT",0.107164274588618,3.45383926028811,0.142081002286057,0.710619884370833,0.812299262445056
"Rv0857",-0.0421306754266139,6.04359483754642,0.141456568516348,0.710847294003883,0.812299262445056
"Rv0488",0.0853045963455659,3.0275134626817,0.141315038935689,0.711030137659811,0.812299262445056
"Rv3645",-0.0346970218334516,7.94546908133184,0.141173052739489,0.7111231977277,0.812299262445056
"Rv0906",0.0415867270394494,5.86780700450264,0.139566943138594,0.71269229981654,0.813855299703417
"plsC",-0.0323898644182977,7.6319083778366,0.138947500280015,0.7133001951229,0.814281900137738
"Rv2077c",0.0394738992694351,8.05615080442451,0.138764747750142,0.713479844884287,0.814281900137738
"Rv0784",0.0566979463006156,4.05990150940837,0.134355289007321,0.717856352837353,0.818948582624732
"Rv2426c",0.0386074866096734,5.53505281771362,0.134159888912341,0.718051987822679,0.818948582624732
"Rv2797c",0.0415856603792781,4.82505384846108,0.134018994519097,0.718193342667851,0.818948582624732
"htdY",-0.0319762165648363,6.82987222116197,0.133451449849877,0.718763255138133,0.819360952104727
"glgE",-0.0292905466965193,6.8828314346806,0.133094591267205,0.719122371674709,0.819532853467065
"Rv2054",0.0426669880436079,5.24964006965122,0.132837607908901,0.719381406298925,0.819590632024318
"Rv3122",0.0481960983284228,4.045222168511,0.132356255358799,0.719867389374822,0.819906864447178
"Rv2628",-0.0597609258643494,8.04198342458053,0.130636540092163,0.721611183284373,0.821655107102959
"ask",-0.0307867058182521,7.23972273046986,0.130196709695277,0.722059107379911,0.821927236236276
"vapB30",0.0658120391436214,3.9092233137026,0.129223726108293,0.723053645305527,0.822821244035853
"thiO",-0.0432443556582443,5.94662124296289,0.128027424215294,0.724281888394226,0.823980609873594
"ncRv2245",-0.0358091782816725,9.35281271007047,0.127003293978463,0.725338659809917,0.824944286699108
"cbs",0.0341072884368748,7.41436277345886,0.126435872932147,0.725926259401361,0.82515437761526
"mgtC",0.0339680573793038,5.86572324055179,0.126134441271375,0.726239047086894,0.82515437761526
"Rv3626c",0.0371420149425678,6.16596657861928,0.125839235014031,0.726545737264643,0.82515437761526
"pstB",0.0390602267808909,6.39259278745124,0.125825859786159,0.726590115570602,0.82515437761526
"glpQ2",-0.0318196940700758,5.90260201559009,0.125786609666544,0.726600477607124,0.82515437761526
"Rv1359",-0.0467620257653227,4.76430439941816,0.125612278260896,0.726781880639775,0.82515437761526
"Rv0281",0.0327593223731985,7.05637321652357,0.124770861904096,0.727659142032004,0.825768720557624
"Rv1868",-0.0355565655445486,6.49405898838942,0.124690803278589,0.72774279465513,0.825768720557624
"PPE65",-0.0675704408700572,3.0462972896611,0.123009647663535,0.729507005556117,0.827531880005123
"lpqO",0.0354686781615812,5.44572616030983,0.122292279215975,0.730263179942812,0.827744514348114
"pimE",-0.0367855469992752,6.21536275934821,0.122240371162315,0.730317994471857,0.827744514348114
"Rv0180c",-0.0306888702541761,6.60789254178775,0.12223309790776,0.730325675979233,0.827744514348114
"Rv0048c",-0.0325883311249309,6.34190822239721,0.121972151982219,0.730601627786434,0.827818779870919
"Rv0811c",-0.0325635324143681,6.21414812707397,0.120163773763728,0.732523198318023,0.829757057927758
"aspC",-0.0275032046297487,6.64202965664795,0.119699332533742,0.733019339743545,0.830080046790762
"Rv0012",-0.0374786872471528,5.88624793634638,0.119105898551171,0.733654867862667,0.830560647531434
"Rv3548c",-0.0390778000102733,4.79347067214212,0.118899610641017,0.733876256486476,0.830572264964843
"cyp130",0.0524332960950492,4.47087102178314,0.117763772795488,0.735098836599372,0.831401732802818
"PE_PGRS53",-0.0358337623627633,6.29659267761152,0.117595323728342,0.735280599573135,0.831401732802818
"Rv0678",-0.065419373833002,6.06161564703649,0.119457781697161,0.735347220888322,0.831401732802818
"Rv1672c",0.0535428432948736,5.41114553230726,0.11773586316812,0.73545450690234,0.831401732802818
"Rv2481c",0.0529423186387756,4.53387096481815,0.115596056767724,0.737450522226878,0.833418659707135
"vapC43",0.0477147350271746,4.48471535530278,0.115052118763795,0.738044511376761,0.833652980493469
"dnaE2",0.0399751915442924,5.20822858049661,0.115018075883776,0.73808168049282,0.833652980493469
"Rv1628c",-0.039938993729939,5.41542787232313,0.114702723690674,0.738426811045448,0.833803408338919
"PE24",-0.0350710463930132,5.62135787609607,0.113720290906626,0.739505457300475,0.834719185125263
"Rv0787A",-0.0370654586590286,5.25635290057794,0.113577940086218,0.739662196071852,0.834719185125263
"Rv1109c",-0.0269139763957769,7.59402033009505,0.112504945211275,0.740847039305608,0.835595996549582
"PE16",0.0373842839557376,5.30995259839016,0.112489706381229,0.740863964403899,0.835595996549582
"Rv2625c",-0.0660497178764353,10.8744926099511,0.111728798904731,0.74170819114549,0.836308404690845
"Rv2275",0.0464799064442074,4.55970476486367,0.111495209979567,0.741968159122716,0.836361816042625
"Rv1842c",0.0294827499478906,6.53707734302699,0.110923734725518,0.742604717610911,0.836827280162652
"Rv0110",0.053592487521638,4.48795375899934,0.110776640304065,0.742806523215043,0.836827280162652
"cyp126",0.0295521207023341,6.19098972425152,0.110216277772844,0.743395665592206,0.837251230586813
"Rv0210",-0.04519954021501,4.7128601291509,0.108994619911067,0.744768239538983,0.838557027574803
"ncRv12444c",-0.0381070349980372,6.38836949105012,0.108295055229723,0.745596056129403,0.839248894080994
"Rv2672",-0.0308440192558486,6.50884052607783,0.107921618454452,0.745980729685805,0.839441702112115
"Rv1830",-0.0271770185919625,7.80416937540957,0.107551675617421,0.746400346389917,0.839673709664836
"Rv3179",0.0404684389861633,5.09684817707277,0.105633402133624,0.748589238332344,0.84189538696382
"PE_PGRS55",-0.0506033958335461,5.13827860923625,0.105287739839827,0.749238153534142,0.842384365819753
"mbtL",-0.0570660529563413,6.50809664440235,0.104393986006794,0.75107759718474,0.844028258400246
"ndkA",0.0305034417373659,5.86035342967341,0.103272542777287,0.751313587226274,0.844028258400246
"serB1",-0.03915013950268,6.4151315713772,0.103445611008902,0.751343914824011,0.844028258400246
"yjcE",0.0442683504109636,4.82347168466195,0.102653674547132,0.752033482934834,0.844561724768951
"fadE36",-0.0360035556394523,5.5682499000083,0.101960697018512,0.752842350259658,0.844885778733853
"polA",-0.0287419943996338,6.87380509244031,0.101888912668624,0.752926276575608,0.844885778733853
"Rv1245c",-0.0301324105773591,6.23699269250644,0.101684064305333,0.753166073876413,0.844885778733853
"fadA6",0.0389581251407297,5.30172763349492,0.101671274482982,0.753181094565232,0.844885778733853
"Rv2774c",-0.0724119014823918,2.54559935007064,0.100909216839946,0.754078337881017,0.845651134898495
"rimM",0.0331013262960184,5.44301043821227,0.100597101272902,0.754443010753172,0.845818980992584
"Rv3742c",0.0410570450569925,4.81045590802841,0.0995839488600176,0.75564009160251,0.846769469796583
"Rv0263c",0.0431106854785918,5.835450735835,0.0997220755969373,0.755721303623743,0.846769469796583
"aprA",-0.0365254780117113,10.9391030662439,0.0989773954808808,0.756359898465433,0.847243690365323
"gpgP",0.0365651138898877,5.72528424386897,0.0986395482677609,0.756761954154738,0.847452754809205
"mcr",-0.0407692580823153,4.88219079392756,0.0982661765424039,0.757207197934526,0.8476382183318
"Rv1106c",0.0287563430028202,6.74301117397211,0.0976845299444976,0.757902480439634,0.8476382183318
"hycP",0.0581042328369409,3.56454492680707,0.0975826456584345,0.758024818409463,0.8476382183318
"thrA",0.0256356078152619,6.69844912944847,0.0975603810015769,0.758051199659751,0.8476382183318
"eccD4",0.0721024503981551,2.08334848855317,0.097480192260518,0.758150315135382,0.8476382183318
"eccC2",0.0267151747319337,7.07132272807159,0.0974192741851528,0.758220358492528,0.8476382183318
"PPE41",-0.0674285180847127,6.28519133985138,0.0990825793968114,0.759420844400027,0.848739091440258
"tatC",0.0315117395271469,7.43875655642771,0.0960258844678964,0.759898054662047,0.848796711130662
"Rv3566A",0.048707133100238,3.60342081739931,0.0958504268813933,0.760110522937506,0.848796711130662
"Rv3813c",0.0349358576371274,5.49689072605373,0.0958426734282514,0.760119678015588,0.848796711130662
"Rv0090",0.0695473638328818,3.01577018680087,0.0954217079988924,0.760630207897404,0.849125776920654
"udgA",0.061175245298322,3.39296626353993,0.0951856566165122,0.760943032864591,0.849234011713277
"Rv1260",-0.0302706107927779,5.85892312801733,0.0946298799385971,0.761592422568797,0.8494545219371
"lipB",-0.0297207871259272,6.05689321848643,0.0946093856925814,0.761617380228468,0.8494545219371
"Rv0128",-0.0314457130347909,5.68277811324893,0.0944691393187682,0.761788396897328,0.8494545219371
"Rv3762c",0.029379506258903,6.18056314535046,0.0937117473061422,0.762714231265304,0.850245901331172
"Rv0320",0.0480484628888727,3.9362689843648,0.0927384923086303,0.763910478137854,0.851338192916237
"Rv3282",0.0423607388087845,5.49806095715529,0.0925205799832711,0.764413939541581,0.851658011372579
"PE_PGRS52",-0.052997780011769,3.8155384958504,0.0915842567529654,0.765337377108013,0.8522213088492
"mbtB",-0.0490895963475143,10.5356470138678,0.091760441361058,0.765352792110885,0.8522213088492
"Rv0567",0.0280818819001074,6.27962769171375,0.0912883264692766,0.765704643760955,0.852371836037237
"Rv3755c",0.0282719620203978,6.41338813169474,0.0902955541235062,0.76694221110097,0.853507965621278
"ncRv0236c",0.030464309202525,5.14025339384664,0.0900917440889883,0.767197268072132,0.853550354240884
"Rv2227",-0.0389144428100296,5.02690323249224,0.088229868522864,0.769541456789719,0.855916338990884
"Rv2578c",0.0499301002066074,3.92528563919404,0.086960977923627,0.771154632586583,0.857468152796953
"rpsI",0.0280210840785836,6.81674714020721,0.0867291275879729,0.771450597998948,0.857554860844267
"Rv0097",-0.0403465742798993,4.80213868989404,0.0862152485361994,0.772108548962299,0.858043794242283
"ephD",0.0243347480997242,7.57953194298374,0.084855351517344,0.773859861621493,0.859747160581461
"Rv0100",0.0575674138652342,4.13464009431956,0.0845807375300294,0.774215512821219,0.859899443093923
"Rv3897c",0.0398872054380527,5.18281714397162,0.0839037762085021,0.775094524214691,0.860632757059158
"ncRv11199",0.0440737060311664,3.87675929758726,0.0832401963438586,0.775960176266106,0.861310872981976
"Rv2452c",-0.0711616764407136,2.3461319583568,0.0830912813310768,0.776155888772074,0.861310872981976
"hns",-0.0275140540625829,6.53730543787277,0.0828135622151741,0.776518366975241,0.861310872981976
"adhE1",-0.0490411525831284,4.17421937685095,0.0827844374736893,0.776581003169057,0.861310872981976
"esxK",0.125049563394701,5.58696283382667,0.0863075354302745,0.776987449323502,0.861518778364898
"upp",-0.0396077259232922,4.19820704275584,0.081995971582052,0.777593122229756,0.861913450981789
"trcR",-0.0358823084242717,5.29498185887764,0.0818528789996994,0.777781583880364,0.861913450981789
"Rv1780",0.0311302090825769,5.7577665842197,0.0811294799487461,0.778738068223985,0.862730374653099
"Rv1265",-0.0281401834831011,6.60595788390271,0.0807262284319211,0.779273245021341,0.863080221259559
"purH",0.0280706201286999,6.34555224254362,0.0799017490459168,0.780372056036955,0.863891793509382
"guaB3",0.0343900669342195,5.8113038097293,0.0797080136367679,0.780631138966687,0.863891793509382
"Rv2581c",-0.037664976559523,5.17706083910263,0.0796828769968754,0.780664800692896,0.863891793509382
"lipW",-0.049828815291253,4.19083083583996,0.079198995070317,0.781345800460186,0.864193174639964
"Rv2401A",0.0666829738900439,3.10839933051184,0.0792565782997456,0.781376492677772,0.864193174639964
"fadB2",0.0299671974127095,6.80671895913174,0.0788189864218729,0.781824411612467,0.864445541113953
"Rv3717",0.0263774989050147,5.90933848373091,0.0781717782969455,0.782697752305384,0.865168012803984
"Rv3386",-0.0476894540050886,3.31004207870316,0.0779976649343189,0.782934081323515,0.865186144923232
"Rv2073c",0.0471578579963947,3.65919249982336,0.0776995573627101,0.783337614638905,0.865388985113578
"asd",0.0263668549644153,6.81832673320176,0.077207175981397,0.784006579028165,0.865876263164601
"cstA",-0.0317258902778374,5.35730496060503,0.0770513424593309,0.784218893150858,0.865876263164601
"Rv2598",-0.0456831230461283,3.57622468710593,0.0767058802878571,0.784690708989787,0.865904152936707
"Rv2978c",-0.02397691195625,7.02367916045019,0.0766772287417764,0.784729425299125,0.865904152936707
"Rv0104",0.0329260307981568,5.43195794539218,0.0765492138399693,0.784904476200381,0.865904152936707
"Rv2688c",-0.0370704485404421,5.62360547668195,0.0761528976928118,0.785478836890612,0.866027340450227
"vapC25",0.0265660594728981,6.50122100773812,0.0760632823632063,0.785570228879692,0.866027340450227
"PE_PGRS15",0.0312037724583231,8.47246014229996,0.0759971011670413,0.78567655771908,0.866027340450227
"Rv2676c",-0.0306026326006358,5.82125024784709,0.0755135009282507,0.786326289318883,0.866500734504338
"ncRv0467",-0.0750792646018505,5.23042248812071,0.0762886695291184,0.787268865128985,0.867268441724206
"PE_PGRS30",0.0276162825958471,6.39594085587486,0.0746903110066031,0.787463872353549,0.867268441724206
"Rv1061",0.0304912615102487,4.96471262659786,0.0739285313687987,0.788522692259886,0.868191511712956
"Rv2957",-0.0411896186751347,5.10543980175607,0.0738474063332582,0.788778262566504,0.868229906249756
"Rv3519",-0.0224546617037661,7.24394864986073,0.0727005201135363,0.790241859296046,0.869597615236544
"Rv2728c",0.05470643630214,3.98838955464523,0.0725432773114389,0.790493985142171,0.869631805802377
"Rv2613c",-0.0315628201766752,5.22686709236269,0.0722582465947247,0.790864917351327,0.869796641000873
"Rv1929c",0.0324529648702527,4.75402462901689,0.0716975630628574,0.791657698102514,0.870425205236246
"Rv0880",0.0377947338948825,4.32865481496755,0.0699651785808466,0.794128459424843,0.872816487458595
"Rv0106",-0.0414039778411303,4.60497237494478,0.069862200251931,0.794276315480877,0.872816487458595
"cyp141",-0.0284996207012485,5.47666464646954,0.0692690923349936,0.795130379628084,0.87351100627112
"Rv3901c",-0.0352805228362944,4.31194607039138,0.0690726461997032,0.7954142411693,0.873578901384708
"pup",-0.0250439199814919,6.59727588271604,0.0684199845633475,0.796359954301717,0.874373446894489
"lytB2",-0.0214591426313022,7.88783642659009,0.0680562428840537,0.796889193543942,0.874710403850968
"Rv3067",-0.039998796664211,4.99243479423032,0.067768387455332,0.797445290035616,0.874967919997988
"Rv0480c",0.0295389832737665,5.1146847906585,0.067590832958071,0.797568622550276,0.874967919997988
"ncRv11298",-0.0325731019203365,6.39191401368158,0.0674414361022117,0.797985888851344,0.875181624405126
"hsaB",0.0353890131413403,4.79477062319637,0.0652932095550191,0.800959851541303,0.878136449089952
"Rv3127",0.0483730439210303,11.5285596495828,0.0651814068626719,0.801126516467676,0.878136449089952
"uspA",-0.0643668596619027,2.6419850763803,0.0647219582707736,0.801872122291597,0.87852281094858
"Rv0333",0.028794693606902,5.37666360268966,0.0645875691447655,0.802014098139447,0.87852281094858
"cdd",-0.0419058632111432,3.47945406481795,0.0644977849995569,0.802148941771047,0.87852281094858
"Rv2292c",-0.0391128488460354,4.35171860920783,0.0640366992689859,0.802841492959924,0.878872529059918
"lppP",-0.0448688318873172,3.21631412026781,0.0639879736176927,0.802915065948486,0.878872529059918
"Rv0785",-0.0248626713281256,5.46715333809319,0.0636582107220556,0.803412041638957,0.879171897582102
"ncRv12641",0.0416526025565438,4.33377113234824,0.0629943401160708,0.804417369779956,0.880027233791531
"lpqU",-0.0303358920877436,5.25402950101959,0.0615838661555602,0.806572046932784,0.882139125002384
"Rv3903c",0.0375248551409796,4.14945535133956,0.0612151466756285,0.807139783442621,0.882469422981594
"oppB",0.0286615923207946,5.51385607152399,0.0610964936302317,0.807322687674316,0.882469422981594
"ltp4",-0.0285164425559119,4.55121697386278,0.0601471861110066,0.808794041109469,0.883832154923514
"Rv1154c",-0.0323881289629657,4.71345532912062,0.0594261695181321,0.8099197473495,0.884583909797559
"Rv0494",-0.0364778967922996,3.84197359629356,0.0594186101564703,0.809931683551298,0.884583909797559
"esxR",-0.0677545132411847,2.1992774868099,0.0590724765746923,0.81047616897386,0.884932902787446
"wbbL1",0.0252704603168759,5.91910024733416,0.0585670979133651,0.811270523408362,0.885453328668309
"Rv3689",0.0247604480637318,6.55147236568703,0.0584832164213881,0.811402961324162,0.885453328668309
"whiB2",-0.0277170633632651,8.85944928507377,0.0581407093780512,0.811944862453005,0.885798970851393
"mmpL8",0.0249778035087552,8.63157327423356,0.0576236498952301,0.812766154900792,0.886449141497011
"ncRv12649c",0.0428683834365289,3.87142996233763,0.0570865419657131,0.813623570204082,0.887066099803026
"ncRv3009",0.0345952356303365,4.47874988348038,0.0569870396610757,0.813782804826924,0.887066099803026
"yrbE1B",0.0242974517250555,7.66824846468565,0.0564672673745827,0.814617195164554,0.887566855121493
"trpE",0.0199903767979437,6.45498845687011,0.0564199202183461,0.814693419889097,0.887566855121493
"inhA",0.0212033274866294,6.99180892459258,0.0558441804590691,0.815622913677378,0.888333483501331
"Rv0588",-0.0243201848180035,5.47884028686405,0.0555254137756843,0.816139751271609,0.88843156040078
"Rv1729c",0.028391902047963,4.72271963868468,0.0554895666877081,0.816198008851561,0.88843156040078
"pafB",-0.0245250939069834,6.1929116258962,0.0552673942100812,0.816559210426187,0.88843156040078
"ureD",-0.0320378603426413,5.27344053552455,0.0552323423086263,0.816616299544794,0.88843156040078
"PE_PGRS50",0.0501129382867677,3.69434616838864,0.0540238236951956,0.818622086428976,0.890367511200329
"Rv1115",0.0563352162914642,2.88452367454701,0.053580982615319,0.819434888699507,0.890962564268098
"PE_PGRS43",-0.0462475443742343,3.8177082915859,0.053508963682763,0.819622145421008,0.890962564268098
"Rv1513",-0.0246215705234474,5.64477123080824,0.0530498681382781,0.820207887987332,0.891352992083471
"valT",-0.0519069677841226,3.07971262198567,0.0527580641270732,0.82075847745089,0.891705012508092
"PPE7",0.0274184510895489,5.10755620161961,0.0521284593665584,0.82174762867072,0.892326044568697
"eccD2",0.0224229806766219,6.21188814337227,0.0521069261288126,0.821783746688457,0.892326044568697
"proS",0.0202288195073978,6.57537869235318,0.0519626190143794,0.822026237297906,0.892343051194802
"phoR",-0.0180244230987336,7.44956253906132,0.0518156662223994,0.82227353506097,0.89236526535996
"PE1",-0.0268605265205245,4.98587809461949,0.0516075291151757,0.822624478930689,0.892367937029281
"Rv0879c",0.0343791269788105,4.03032400840296,0.0515453207331471,0.822729666396848,0.892367937029281
"PE23",0.0263769151292393,5.92155903985153,0.0511950853602455,0.82332201762583,0.892764282618526
"Rv2345",-0.0216812828448772,8.06958310394426,0.050786453193999,0.824016038245116,0.893192455948108
"Rv2407",-0.0484198488116711,2.68082716100953,0.0506913901002296,0.824178597684865,0.893192455948108
"rnpB",-0.0331533736067273,14.2773103240843,0.0505622884005142,0.824398019203757,0.893192455948108
"Rv3166c",0.0283944863909551,4.74796106447449,0.0496226731868698,0.826008972520872,0.89469143664568
"Rv0187",-0.0329266490718399,4.83756926841798,0.0492138493213492,0.826714874936597,0.895209556289725
"glnQ",-0.0256820836075752,6.22272938100544,0.0489645525635601,0.827171812157167,0.895261556694734
"gpgS",0.019069056738926,6.06654590398152,0.0489235105969885,0.827218037261148,0.895261556694734
"Rv1761c",0.0356441616018156,3.89933611971803,0.0484677868231651,0.82801121975593,0.895873525445497
"hsaC",0.0199348056665144,6.31830610466325,0.047975053592131,0.828872862431457,0.896559208360009
"pntAb",0.0244990823175227,5.15578976637903,0.0476525563535838,0.829439507989828,0.896848976743792
"Rv0870c",0.0231312270807742,5.87872015038301,0.0475632614238478,0.829596702178612,0.896848976743792
"Rv3108",-0.0366755003839383,3.66201342786804,0.0464391055287193,0.831589760855431,0.898756626155292
"Rv2729c",-0.0224269270885449,6.56924905085398,0.046230503577538,0.831962173510071,0.898912164402257
"ncRv13210",0.0314009260452869,5.49757004226043,0.0459868593896014,0.832561030031122,0.899312216403743
"fhaA",-0.0179848534989582,8.6885597619956,0.0457551798658976,0.832814439610669,0.899339007803561
"mce1D",0.0234041582323529,8.67426081464862,0.0446672993887459,0.834782679177986,0.900974858221092
"Rv0356c",-0.0227973503188969,5.73883489977706,0.044664755392776,0.834787330507342,0.900974858221092
"asnB",-0.0187000906882528,6.42505904727832,0.0440933421681448,0.835831237019268,0.901854110376797
"Rv2028c",-0.0396443595734599,8.15797717516146,0.043825962784298,0.836345189356481,0.902161221532327
"Rv2805",-0.0286581233238268,4.05760636475813,0.0431021949158186,0.837659054937491,0.90288844761358
"Rv2908c",0.0206119978669202,5.64406871948568,0.0429800302068027,0.837885680511985,0.90288844761358
"rpsK",0.0205223826652974,7.5751960329616,0.0428699343327658,0.83809032335356,0.90288844761358
"Rv1357c",-0.0341693809346961,4.39416467452577,0.0428384317675772,0.838149004175902,0.90288844761358
"Rv3292",0.0303465398261768,5.14977599780818,0.0428856513732443,0.838166906630604,0.90288844761358
"Rv3725",0.0172187879555998,7.08326228606001,0.0424904226062525,0.8387979458222,0.9033208647316
"thyX",-0.0328577540177213,3.26630756170899,0.0423046740341195,0.839146008971229,0.903415896870767
"Rv1558",-0.0188735095109667,5.66828271329327,0.0421979899996119,0.839345476121671,0.903415896870767
"ncRv2861c",-0.038578679645859,3.29875971896599,0.0415760153139699,0.840516967501865,0.90436933021674
"Rv1693",-0.0279539497494504,4.59935693700936,0.0414687083478577,0.840719617305738,0.90436933021674
"PE_PGRS2",0.0395657384917732,3.15430570545509,0.0413439474307245,0.84095626035308,0.90436933021674
"Rv3655c",-0.041731774662527,3.03713144267142,0.0412413701372804,0.841150833569662,0.90436933021674
